indice,valores_ap,cd_ap,diagCD,descrip,similitud,diagCD2,descrip2,similitud2,,
317,varicela,A72,A72,varicela,1.000000238418579,A72,VARICELA                                                    ,1.0000001192092896,,
318,monocitosis,B84,B84,MONOCITOSIS                                                 ,1.0000001192092896,B99,MACROCITOSIS                                                ,0.5450501441955566,,
319,encopresis enuresis,A03,P13,Encopresis,0.9130348563194276,D17,ENCOPRESIS ORGANICA                                         ,0.8557751178741455,,
320,encopresis enuresis,A03,P13,Encopresis,0.9130348563194276,D17,ENCOPRESIS ORGANICA                                         ,0.8557751178741455,,
321,enteritis infecciosa especifica,D70,D70,ENTERITIS INFECCIOSA ESPECIFICA                             ,1.0000001192092896,D70,GASTROENTERITIS INFECCIOSA ESPECIFICA                       ,0.9539170265197754,,
322,eritema infeccioso,A76,A76,ERITEMA INFECCIOSO                                          ,1.0,A76,eritema infeccioso,1.0,,
323,exantema viral,A76,A76,EXANTEMA VIRAL                                              ,1.0,A76,ENFERMEDAD VIRAL CON EXANTEMA                               ,0.8306412696838379,,
325,enfermedad viral,A76,A77,ENFERMEDAD POR ADENOVIRUS                                   ,0.8167979717254639,A76,ENFERMEDAD VIRAL CON EXANTEMA                               ,0.6820085644721985,,
326,escalofrios itu,A02,A02,escalofrios,0.8230636119842529,A02,ESCALOFRIOS                                                 ,0.8230634927749634,,
329,escalofrios itu,A02,A02,escalofrios,0.8230636119842529,A02,ESCALOFRIOS                                                 ,0.8230634927749634,,
330,gastroenteritis aguda,D70,D87,GASTRITIS AGUDA                                             ,0.7827687859535217,R74,FARINGITIS AGUDA                                            ,0.775592029094696,,
331,hipertension arterial,K87,K87,HIPERTENSION ARTERIAL COMPLICADA                            ,0.8732360005378723,K86,HIPERTENSION ARTERIAL NO COMPLICADA                         ,0.8447282314300537,,
334,fiebre conjuntivitis,A03,F70,CONJUNTIVITIS INFECCIOSA                                    ,0.6868494153022766,F70,conjuntivitis infecciosa no clasificada,0.6648456454277039,,
335,fiebre conjuntivitis,A03,F70,CONJUNTIVITIS INFECCIOSA                                    ,0.6868494153022766,F70,conjuntivitis infecciosa no clasificada,0.6648456454277039,,
336,anemia ferropenica,B84,B80,ANEMIA FERROPENICA                                          ,1.0,B80,anemia ferropenica,0.9999999403953552,,
337,histerctomia miomas,X78,X87,HISTEROCELE                                                 ,0.5379932522773743,X78,MIOMA UTERINO                                               ,0.5076500773429871,,
338,diverticulosis sigma,D92,D92,DIVERTICULOSIS                                              ,0.784673273563385,D92,diverticulosis intestinal,0.7662920355796814,,
340,escarlatina,A78,A78,escarlatina,1.0,A78,ESCARLATINA                                                 ,0.9999998807907104,,
346,contusion pared toracica,S16,H78,CONTUSION DEL PABELLON AURICULAR                            ,0.6905615329742432,N80,CONTUSION CRANEAL                                           ,0.6727033853530884,,
350,contusion mu eca,S16,S16,contusiones con superficie cutanea intacta,0.6893914937973022,A81,CONTUSIONES MULTIPLES                                       ,0.6832556128501892,,
352,contusion clavicula,S16,A80,CONTUSION COSTAL                                            ,0.8266076445579529,A80,contusion costal,0.8266075849533081,,
353,contusion toracica,L04,H78,CONTUSION DE LA OREJA                                       ,0.7048903107643127,N80,CONTUSION CRANEAL                                           ,0.6953320503234863,,
354,contusion cara,S16,H78,CONTUSION DE LA OREJA                                       ,0.7612645030021667,S16,contusiones con superficie cutanea intacta,0.6999690532684326,,
355,contusion torax,A97,A80,CONTUSION COSTAL                                            ,0.7458116412162781,A80,contusion costal,0.7458116412162781,,
359,contusion parte neom miembro superior,S16,H78,CONTUSION DE LA OREJA                                       ,0.557783842086792,N80,CONTUSION CEREBRAL                                          ,0.5083786845207214,,
360,contusion codo,S16,S16,CONTUSION                                                   ,0.7950617671012878,S16,contusiones con superficie cutanea intacta,0.7469722032546997,,
361,angor pectoris,K74,K74,ANGOR PECTORIS                                              ,0.9999999403953552,K74,ANGINA INESTABLE                                            ,0.7070165276527405,,
362,traumatismo,A81,A81,TRAUMATISMO                                                 ,1.000000238418579,A82,SECUELAS POR TRAUMATISMO                                    ,0.7813616991043091,,
363,lesion cutanea,S04,S04,LESION CUTANEA                                              ,0.9999999403953552,S04,PAPULA CUTANEA                                              ,0.6085879802703857,,
368,lesion superficial conjuntival,F13,F79,LESION PENETRANTE OCULAR                                    ,0.6117569208145142,F02,conjuntivitis no especifica,0.5650263428688049,,
370,lesi n parpado od,S03,F79,LESION PENETRANTE DEL PARPADO                               ,0.6670693159103394,F79,LESION SUPERFICIAL DEL PARPADO                              ,0.6371398568153381,,
372,enfermedad pulmonar obstructiva cronica,R95,R95,ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA                     ,0.9999999403953552,R95,enfermedad pulmonar obstructiva cronica,0.9999999403953552,,
373,timpanismo,D08,T91,marasmo,0.5090633034706116,T91,MARASMO                                                     ,0.509063184261322,,
376,intoxicacion medicamentos,A84,A84,INTOXICACION POR MEDICAMENTOS                               ,0.9247140884399414,A86,INTOXICACION POR PRODUCTOS QUIMICOS                         ,0.8053138256072998,,
377,intoxicacion drogas,P19,P19,INTOXICACION POR DROGAS                                     ,0.9368748068809508,A84,intoxicacion por farmacos,0.7169511318206787,,
379,intolerancia medicamentosa,B85,A84,SOBREDOSIS DE MEDICAMENTOS                                  ,0.7122547626495361,A84,INTOXICACION POR MEDICAMENTOS                               ,0.5648940801620483,,
381,intoxicacion benzodiazepinas,A84,P18,ABUSO DE BENZODIAZEPINAS                                    ,0.6910241842269897,A84,INTOXICACION POR MEDICAMENTOS                               ,0.6312519907951355,,
383,amigdalitis aguda,A85,R76,AMIGDALITIS AGUDA                                           ,0.9999999403953552,R76,amigdalitis aguda,0.9999999403953552,,
385,amigdalitis aguda,A85,R76,AMIGDALITIS AGUDA                                           ,0.9999999403953552,R76,amigdalitis aguda,0.9999999403953552,,
386,alergia farmacos aine arilpropionicos,A85,A85,ALERGIA A FARMACOS                                          ,0.8507524132728577,A85,REACCION ALERGICA A FARMACOS                                ,0.7734452486038208,,
387,amigdalitis aguda,A85,R76,AMIGDALITIS AGUDA                                           ,0.9999999403953552,R76,amigdalitis aguda,0.9999999403953552,,
388,alergia farmacos sospecha amoxi,A85,A85,ALERGIA A FARMACOS                                          ,0.8689262866973877,A12,ALERGIA ALIMENTARIA                                         ,0.7653831839561462,,
392,intoxicacion productos quimicos amoniaco,A86,A86,INTOXICACION POR PRODUCTOS QUIMICOS                         ,0.8230603933334351,A84,INTOXICACION POR MEDICAMENTOS                               ,0.6127238869667053,,
394,disestesia,N06,N06,DISESTESIA                                                  ,1.0,P80,TRASTORNO PARANOIDE DE LA PERSONALIDAD                      ,0.6576278805732727,,
395,sinovitis hombro derecho asinovectomia,L92,L92,SINOVITIS DE HOMBRO                                         ,0.7016925811767578,L92,sinovitis del hombro,0.6395618915557861,,
403,herida quirurgica,H79,S18,heridas incisas,0.7919162511825562,S18,HERIDA INCISA                                               ,0.7142176628112793,,
404,sincope calor,A88,A88,SINCOPE POR CALOR                                           ,0.8611119985580444,A06,SINCOPE                                                     ,0.765714168548584,,
405,prurito sine materia,S02,S02,PRURITO SINE MATERIA                                        ,1.0,H29,PRURITO EN LA OREJA                                         ,0.6883994340896606,,
406,escoriacion,S17,S17,ESCORIACION                                                 ,1.0000001192092896,T91,ESCORBUTO                                                   ,0.6170647740364075,,
408,eritrasma,S76,S76,ERITRASMA                                                   ,1.0000001192092896,S07,eritema generalizado piel,0.5745158791542053,,
409,mareo movimiento,A88,A88,MAREO POR MOVIMIENTO                                        ,0.8934152722358704,N17,mareo,0.7434271574020386,,
411,contusiones multiples,A81,A81,CONTUSIONES MULTIPLES                                       ,1.0,S16,contusiones con superficie cutanea intacta,0.706894040107727,,
412,sangre oculta heces,A91,A91,SANGRE OCULTA EN HECES                                      ,0.971755862236023,A10,sangre oculta en heces,0.9717557430267334,,
413,sangre oculta heces,A91,A91,SANGRE OCULTA EN HECES                                      ,0.971755862236023,A10,sangre oculta en heces,0.9717557430267334,,
414,astenia anal tica normal,A04,D05,PICOR ANAL                                                  ,0.4751907885074615,A04,ASTENIA                                                     ,0.4698318541049957,,
415,alteracion resultados analitica potasio,B85,B85,ALTERACION RESULTADOS ANALITICA                             ,0.693845808506012,Z02,problemas de alimentos y agua,0.5588103532791138,,
423,glucosa basal alterada,B85,B85,GLUCEMIA BASAL ALTERADA                                     ,0.6481433510780334,A91,alteraciones inexplicables de la glucemia,0.560391366481781,,
427,exantema localizado toxoalergico,S06,S06,EXANTEMA LOCALIZADO                                         ,0.7776978611946106,S07,EXANTEMA GENERALIZADO                                       ,0.7491247057914734,,
428,recien nacido prematuro,A93,A93,RECIEN NACIDO PREMATURO                                     ,1.0,A93,recien nacidos prematuros,0.9230648875236512,,
432,muerte,A96,A96,MUERTE                                                      ,1.0000001192092896,Z15,MUERTE CONYUGE                                              ,0.6831555366516113,,
433,defuncion,A96,A96,DEFUNCION                                                   ,1.0,Y07,DISFUNCION ERECTIL                                          ,0.589509129524231,,
443,paciente cronico complejo,A981,A981,PACIENTE CRONICO COMPLEJO                                   ,0.9999998807907104,A981,paciente cronico complejo,0.9999998807907104,,
444,paciente insistente reclamante,D81,Z28,PACIENTE DEPENDIENTE                                        ,0.6613147258758545,A981,PACIENTE CRONICO COMPLEJO                                   ,0.6445892453193665,,
448,encefalopatia mitocondrial,L82,L99,OSIFICACION HETEROTOPICA                                    ,0.4984039664268493,T80,ANOMALIA CONGENITA ENDOCRINA                                ,0.4973692595958709,,
450,gingivitis inespecifica dolor retroauricular,D19,D19,GINGIVITIS INESPECIFICA                                     ,0.8793366551399231,D82,gingivitis,0.77098548412323,,
453,adenopatia inguinal,B02,B02,ADENOPATIA INGUINAL                                         ,1.0,B02,ADENOPATIA                                                  ,0.6743127703666687,,
454,adenopatia axilar,B02,B02,ADENOPATIA AXILAR                                           ,1.0,B02,ADENOPATIA SUPRACLAVICULAR                                  ,0.8277896046638489,,
458,infarto agudo miocardio,D19,K75,INFARTO AGUDO DE MIOCARDIO                                  ,0.9843758940696716,K75,infarto agudo de miocardio,0.9843758940696716,,
459,sintoma signo cuello,L01,L01,SINTOMA, SIGNO DE CUELLO                                    ,0.8296911716461182,U05,SINTOMA, SIGNO DE LA MICCION                                ,0.7852963805198669
460,sintomas hematologicos,B29,B29,OTROS SINTOMAS HEMATOLOGICOS                                ,0.7860443592071533,R09,SINTOMA, SIGNO SENOS PARANASALES                            ,0.7213889956474304,
461,tendinitis talon aquiles izquierdo aepitrocleitis,L87,L87,TENDINITIS TALON DE AQUILES                                 ,0.8969718217849731,L87,TENDINITIS PATA DE GANSO                                    ,0.6970968246459961,,
463,adenitis,B70,B70,ADENITIS                                                    ,1.0,R90,adenoiditis cronica,0.7132748961448669,,
464,linfadenitis aguda,B70,B70,linfadenitis aguda,1.0,B70,LINFADENITIS AGUDA                                          ,0.9999998807907104,,
465,absceso ganglio linfatico,B70,B70,ABSCESO GANGLIO LINFATICO                                   ,1.0,B70,absceso de ganglio linfatico,0.9791854023933412,,
